config_name,n_clusters,omega,n_train_trajectories,replicate,train_seeds,test_seeds,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
robust_tuned,25,4.0,3,1,1000 1001 1002,100 101 102,50,2253,0.07275762568133974,0.9133738458609211,0.08757223840078694,0.0019399850496224953,0.9976632911069808,0.45419883728027344
robust_tuned,25,4.0,3,1,1000 1001 1002,100 101 102,100,2103,0.17189684343562742,0.7959882736724544,0.07869721146351993,0.0019399850496224953,0.9976632911069808,0.45419883728027344
robust_tuned,25,4.0,3,1,1000 1001 1002,100 101 102,200,1803,0.16468343778596126,0.8023032102168315,0.06680248661466276,0.0019399850496224953,0.9976632911069808,0.45419883728027344
robust_tuned,25,4.0,3,2,2000 2001 2002,100 101 102,1,2400,0.0025052568724581565,0.9970013073296151,0.025709796980944187,0.002498491803730309,0.9970061626534257,0.41959619522094727
robust_tuned,25,4.0,3,2,2000 2001 2002,100 101 102,10,2373,0.014040331366896155,0.9832125844224293,0.06751597987325354,0.002498491803730309,0.9970061626534257,0.41959619522094727
robust_tuned,25,4.0,3,2,2000 2001 2002,100 101 102,50,2253,0.07393330445583017,0.9122541563319578,0.08811921479785462,0.002498491803730309,0.9970061626534257,0.41959619522094727
robust_tuned,25,4.0,3,2,2000 2001 2002,100 101 102,100,2103,0.18011252167452096,0.7871790089919048,0.0833090926429212,0.002498491803730309,0.9970061626534257,0.41959619522094727
robust_tuned,25,4.0,3,2,2000 2001 2002,100 101 102,200,1803,0.1766926386945968,0.789101444018491,0.062084047959997835,0.002498491803730309,0.9970061626534257,0.41959619522094727
robust_tuned,25,4.0,5,0,0 1 2 3 4,100 101 102,1,2400,0.002736383121097856,0.9967127084610465,0.025447481872332346,0.0028999341467191024,0.9965129217148126,0.8446550369262695
robust_tuned,25,4.0,5,0,0 1 2 3 4,100 101 102,10,2373,0.015510499145811972,0.9813877938616399,0.07118089050361684,0.0028999341467191024,0.9965129217148126,0.8446550369262695
robust_tuned,25,4.0,5,0,0 1 2 3 4,100 101 102,50,2253,0.07088437560674953,0.9155946851784691,0.07389870775195151,0.0028999341467191024,0.9965129217148126,0.8446550369262695
robust_tuned,25,4.0,5,0,0 1 2 3 4,100 101 102,100,2103,0.16756044986600063,0.8014809769224862,0.09155457840398504,0.0028999341467191024,0.9965129217148126,0.8446550369262695
robust_tuned,25,4.0,5,0,0 1 2 3 4,100 101 102,200,1803,0.17142785049968098,0.7945928612498672,0.054268898442508685,0.0028999341467191024,0.9965129217148126,0.8446550369262695
robust_tuned,25,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,1,2400,0.002441866266161782,0.9970608074752675,0.02339520118855601,0.002588057397110125,0.9968928209552201,0.885441780090332
robust_tuned,25,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,10,2373,0.01359387168419958,0.983658211393239,0.08172169164340513,0.002588057397110125,0.9968928209552201,0.885441780090332
robust_tuned,25,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,50,2253,0.07053904894744002,0.9159657051744987,0.08963562211988117,0.002588057397110125,0.9968928209552201,0.885441780090332
robust_tuned,25,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,100,2103,0.17227359278788268,0.7962073817953733,0.07986525608493507,0.002588057397110125,0.9968928209552201,0.885441780090332
robust_tuned,25,4.0,5,1,1000 1001 1002 1003 1004,100 101 102,200,1803,0.17758980576480063,0.7871806793347054,0.06371496077478717,0.002588057397110125,0.9968928209552201,0.885441780090332
robust_tuned,25,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,1,2400,0.0024076602880121565,0.9970966222131479,0.020703886586325444,0.0025257698231436663,0.9969635019408598,0.8309371471405029
